HospCode,Code,Description,Code_Type,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,1199-Commercial,Aetna-Commercial,Aetna-Medicare Advantage,Cigna-Commercial,EMBLEMHEALTH/GHI-Commercial,EMBLEMHEALTH/HIP-CHP,EMBLEMHEALTH/HIP-Commercial,EMBLEMHEALTH/HIP-Medicaid,EMBLEMHEALTH/HIP-Medicare Advantage,EMPIRE HEALTHCHOICE ASSURANCE-HMO/POS,EMPIRE HEALTHCHOICE ASSURANCE-Medicare Advantage,EMPIRE HEALTHCHOICE ASSURANCE-PPO,FIDELIS CARE NEW YORK-Medicaid,FIDELIS CARE NEW YORK-Medicare Advantage,HEALTHFIRST-Medicaid,HEALTHFIRST-Medicare Advantage,HEALTHPLUS-CHP,HEALTHPLUS-Essential,HEALTHPLUS-Medicaid,HEALTHPLUS-Medicare Advantage,MEDICAID-Traditional Medicaid,MEDICARE-Traditional Medicare,OPTUM VA CCN-Commercial,OXFORD HEALTH INSURANCE-Commercial,TRICARE-Commercial,United Healthcare-Commercial,United Healthcare-Medicaid,United Healthcare-Medicare Advantage
3934,82438,Chloride level,CPT/HCPCS,38.86,38.86,5,36.84,10.73,27.3,36.84,NA,21,NA,NA,NA,NA,19.5,31.4,27.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.25,NA,NA,NA,5.03,NA,NA
3934,82465,Cholesterol level,CPT/HCPCS,102.44,102.44,3.34,111,50.03,104,47.71,NA,104,NA,4.35,NA,NA,6.04,6.67,27.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.22,NA,4.84,NA,5.03,NA,NA
3934,82507,Citrate level,CPT/HCPCS,31.64,31.64,16.1,30.36,NA,16.1,30.36,NA,NA,NA,NA,NA,NA,24.53,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,NA,NA
3934,82523,"Collagen cross links test, (urine test to evaluate bone health)",CPT/HCPCS,75.59,75.59,18.68,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA
3934,82525,Copper level,CPT/HCPCS,12.53,12.53,6,174.06,32.41,8.4,121.51,NA,12,NA,NA,NA,NA,12,12,12.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.15,NA,18.91,NA,NA
3934,82530,Cortisol (hormone) measurement,CPT/HCPCS,19,19,9.5,65.49,NA,NA,27.68,NA,NA,NA,NA,NA,NA,NA,NA,65.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,18.45,NA,NA
3934,82533,Cortisol (hormone) measurement,CPT/HCPCS,239.81,239.81,16.3,560,183.65,560,328.25,NA,NA,NA,NA,19.25,NA,201.17,32.48,190.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.75,NA,16.8,NA,18.45,NA,NA
3934,82542,Chemical analysis using chromatography technique,CPT/HCPCS,227.66,227.66,10.75,3126,65.53,166.88,336,NA,68.84,NA,NA,25,NA,1575.05,26.2,228.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,18.02,NA,16.38,NA,NA
3934,82550,Creatine kinase (cardiac enzyme) level,CPT/HCPCS,88.14,88.14,0.8,1339,42.63,712.5,123.96,NA,44.02,NA,6.51,25,NA,130.99,60.69,62.56,NA,NA,NA,NA,NA,NA,NA,6.63,NA,77.1,NA,60,NA,86,NA,NA
3934,82552,Creatine kinase (cardiac enzyme) level,CPT/HCPCS,14,14,9.4,173.02,NA,NA,66.01,NA,NA,NA,NA,NA,NA,NA,NA,59.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,NA,9.4,NA,NA
3934,82553,Creatine kinase (cardiac enzyme) level,CPT/HCPCS,17,17,8.05,11.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.85,NA,NA
3934,82565,Blood creatinine level,CPT/HCPCS,94.33,94.33,0.8,1041,39.17,79.9,82.7,NA,101,NA,NA,NA,NA,53.74,82.44,67.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.32,NA,5.12,NA,34.94,NA,NA
3934,82570,Creatinine level to test for kidney function or muscle injury,CPT/HCPCS,78.95,78.95,0.5,187.72,49.06,83,72.79,41.5,NA,NA,5.18,47.59,NA,14.76,125.75,56.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.53,NA,5.18,NA,6.67,NA,NA
3934,82575,Creatinine clearance measurement to test for kidney function,CPT/HCPCS,229.44,229.44,1.6,245,NA,160.3,207.86,NA,NA,NA,NA,NA,NA,5.83,NA,144.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,NA,13.92,NA,NA
3934,82585,Cryofibrinogen (protein) level,CPT/HCPCS,10,10,6.82,10,NA,NA,6.82,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,82595,Cryoglobulin (protein) measurement,CPT/HCPCS,89.59,89.59,5.48,94,65.8,61.6,59.09,NA,94,NA,NA,NA,NA,5.48,62.03,55.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,5.48,NA,NA
3934,82607,Cyanocobalamin (vitamin B-12) level,CPT/HCPCS,168.3,168.3,3.45,823.5,116.9,167,203.64,NA,116.66,NA,15.08,416.23,NA,38.57,192.21,106.08,NA,NA,NA,NA,NA,NA,15.08,NA,NA,125.35,NA,117,NA,16.75,NA,NA
3934,82610,Cystatin C (enzyme inhibitor) level,CPT/HCPCS,46,46,9.52,50.43,32.2,32.2,50.43,NA,NA,NA,NA,NA,NA,NA,46,31.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.86,NA,12.59,NA,NA
3934,82626,Dehydroepiandrosterone (DHEA) hormone level,CPT/HCPCS,29.45,29.45,18.36,384.41,18.9,NA,384.41,NA,NA,NA,NA,NA,NA,NA,40.78,25.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,82627,Dehydroepiandrosterone (DHEA-S) hormone level,CPT/HCPCS,14.14,14.14,9.52,337.51,76.2,NA,337.51,NA,NA,NA,NA,NA,NA,14,NA,115.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,23.82,NA,NA
3934,82642,Measurement of dihydrotestosterone,CPT/HCPCS,36,36,19.91,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.02,NA,NA
3934,82652,"Dihydroxyvitamin D, 1, 25 level",CPT/HCPCS,20.09,20.09,5.5,491.32,94.58,20,368.49,NA,NA,NA,NA,NA,NA,26.1,20,52.22,NA,NA,NA,NA,NA,NA,20,NA,NA,15,NA,20,NA,105.14,NA,NA
3934,82657,Enzyme activity measurement,CPT/HCPCS,146.8,146.8,5.38,140,NA,56.7,82.11,NA,NA,NA,NA,NA,NA,18.84,26.2,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.77,NA,NA
3934,82658,Enzyme activity measurement,CPT/HCPCS,564,564,18.92,59.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88,NA,NA
3934,82664,"Electrophoresis, laboratory testing technique",CPT/HCPCS,156,156,31.09,41.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.82,NA,NA
3934,82668,Erythropoietin (protein) level,CPT/HCPCS,10.29,10.29,1,18.79,7,7,16.43,NA,NA,NA,NA,NA,NA,6.92,7.48,10.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,17.06,NA,NA
3934,82670,Estradiol (hormone) level,CPT/HCPCS,434.38,434.38,12.62,724.5,158.64,311.5,390.29,NA,NA,NA,NA,384.5,NA,363.46,290.68,312.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.41,NA,322.5,NA,34.21,NA,NA
3934,82671,Estrogen analysis,CPT/HCPCS,36,36,24.84,39.47,NA,NA,39.47,NA,NA,NA,NA,NA,NA,NA,NA,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,NA,NA,NA,NA
3934,82677,Estriol (hormone) level,CPT/HCPCS,14,14,14,176.76,NA,NA,176.76,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA
3934,82679,Estrone (hormone) level,CPT/HCPCS,36,36,24.95,225.26,73.02,NA,225.26,NA,NA,NA,NA,NA,NA,NA,36,24.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,NA,NA
3934,82705,Stool fat analysis,CPT/HCPCS,19,19,5.1,13.3,NA,13.3,8.77,NA,NA,NA,NA,NA,NA,5.22,NA,5.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,NA,5.22,NA,NA
3934,82710,Stool fat measurement,CPT/HCPCS,48,48,12.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA
3934,82725,Fatty acids measurement,CPT/HCPCS,57,57,38.53,38.53,NA,NA,38.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,82726,Very long chain fatty acids level,CPT/HCPCS,128.46,128.46,19.75,22.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,82728,Ferritin (blood protein) level,CPT/HCPCS,184.28,184.28,4.58,1901.5,127.4,134.15,174.88,NA,182,NA,13.63,66.89,NA,418.95,159.62,123.76,NA,NA,NA,NA,NA,NA,13.63,NA,NA,139.67,NA,132,NA,14.75,NA,NA
3934,82731,Fetal fibronectin (protein) analysis,CPT/HCPCS,763.73,763.73,22.15,1000,216.95,NA,247.77,NA,30.95,NA,NA,NA,NA,56.95,NA,780.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,736.67,NA,350,NA,57.95,NA,NA
3934,82746,Folic acid level,CPT/HCPCS,184.32,184.32,3.2,423.5,128.1,183,213.02,NA,93.68,NA,14.7,29.9,NA,55.37,213.02,128.86,NA,NA,NA,NA,NA,NA,14.7,NA,NA,137.58,NA,128.25,NA,16.34,NA,NA
3934,82747,Folic acid level,CPT/HCPCS,19,19,12.5,19,NA,NA,16.06,NA,NA,NA,NA,NA,NA,12.5,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.25,NA,NA,NA,NA,NA,NA
3934,82784,Gammaglobulin (immune system protein) measurement,CPT/HCPCS,426.33,426.33,1.63,835.04,146.39,400.7,484.13,NA,12.28,NA,27.9,175.17,NA,44.05,305.04,400.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.06,NA,28.52,NA,63,NA,NA
3934,82785,IgE (immune system protein) level,CPT/HCPCS,288.35,288.35,5.38,307,214.9,200.9,235.12,NA,NA,NA,NA,NA,NA,287,197.12,208.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.25,NA,9.43,NA,15.63,NA,NA
3934,82787,Gammaglobulin (immune system protein) measurement,CPT/HCPCS,38.7,38.7,1.64,144.05,NA,32.08,32.72,NA,NA,NA,NA,NA,NA,27.27,37.5,96.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.38,NA,40,NA,32.08,NA,NA
3934,82803,Blood gases measurement,CPT/HCPCS,312.53,312.53,58.29,443.1,110.33,NA,58.29,NA,NA,NA,NA,NA,NA,NA,NA,307.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,82805,Blood gases measurement,CPT/HCPCS,280.77,280.77,16.16,1000,160.76,468,269.97,NA,NA,NA,NA,NA,NA,53.22,128.14,275.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.25,NA,NA,NA,123.79,NA,NA
3934,82941,Gastrin (GI tract hormone) level,CPT/HCPCS,12,12,3.3,96.82,6.94,NA,27.1,NA,NA,NA,NA,NA,NA,96.82,NA,25.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,82945,Glucose (sugar) level on body fluid,CPT/HCPCS,67.18,67.18,1.32,72,32.23,49,54.93,NA,NA,NA,NA,34.16,NA,11.37,NA,62.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.52,NA,NA,NA,4.85,NA,NA
3934,82947,Blood glucose (sugar) level,CPT/HCPCS,58.49,58.49,3.22,116,26.09,58,50.87,NA,62,NA,3.93,NA,NA,8.88,46.35,40.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.46,NA,3.93,NA,17.56,NA,NA
3934,82948,Blood glucose (sugar) measurement using reagent strip,CPT/HCPCS,77.97,77.97,2,77,NA,NA,67.53,NA,NA,NA,NA,NA,NA,NA,NA,41.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
3934,82950,Blood glucose (sugar) level after receiving dose of glucose,CPT/HCPCS,84.5,84.5,5.69,54.4,18.45,NA,43,NA,NA,NA,NA,NA,NA,5.69,NA,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69,NA,NA
3934,82951,Blood glucose (sugar) tolerance test,CPT/HCPCS,218.84,218.84,6.19,190.65,60.74,NA,186.49,NA,NA,NA,NA,NA,NA,10.94,14,65.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.75,NA,6.19,NA,10.75,NA,NA
3934,82952,Blood glucose (sugar) tolerance test,CPT/HCPCS,74.5,74.5,1.4,35.41,14.3,NA,34.64,NA,NA,NA,NA,NA,NA,1.4,NA,12.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA
3934,82955,G6PD (enzyme) level,CPT/HCPCS,16,16,9.7,38.32,38.32,NA,12.81,NA,NA,NA,NA,NA,NA,11.4,NA,11.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,11.97,NA,NA
3934,82963,Glucosidase (sugar enzyme) measurement,CPT/HCPCS,87,87,26.52,26.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,82977,Glutamyltransferase (liver enzyme) level,CPT/HCPCS,81.42,81.42,0.8,93,42.93,58.8,74.23,NA,93,NA,7.2,NA,NA,87,53.07,63.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.15,NA,3.86,NA,10.06,NA,NA
3934,82985,Glycated protein level,CPT/HCPCS,11.03,11.03,5.5,198,47.15,87.06,12.86,NA,NA,NA,NA,NA,NA,10.64,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,NA,NA,NA,11,NA,NA
3934,83001,"Gonadotropin, follicle stimulating (reproductive hormone) level",CPT/HCPCS,286.89,286.89,10.5,309,109,209.3,262.24,NA,NA,NA,NA,NA,NA,21.42,195.36,205.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.25,NA,216.75,NA,22.1,NA,NA
3934,83002,"Gonadotropin, luteinizing (reproductive hormone) level",CPT/HCPCS,306.74,306.74,10.5,310,115.52,224.7,210.13,NA,NA,NA,NA,NA,NA,20.17,209.56,225.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.7,NA,18.52,NA,20.88,NA,NA
3934,83003,Human growth hormone level,CPT/HCPCS,52.5,52.5,12,70,NA,49,47.81,NA,NA,NA,NA,NA,NA,18.5,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,NA,NA,NA,NA,NA,NA
3934,83006,Test for detecting genes associated with growth stimulation,CPT/HCPCS,168,168,30.17,35.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.54,NA,30.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,83010,Haptoglobin (serum protein) level,CPT/HCPCS,177.4,177.4,5.38,189,132.3,126,122.13,NA,NA,NA,12.58,NA,NA,12.58,130.48,124.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.15,NA,123.75,NA,13.81,NA,NA
3934,83014,Administration of drug for helicobacter pylori,CPT/HCPCS,196.29,196.29,5.94,138,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,7.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94,NA,NA
3934,83018,Heavy metal level,CPT/HCPCS,76,76,73,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA
3934,83020,Hemoglobin analysis and measurement,CPT/HCPCS,147.78,147.78,5.38,263.11,73.97,132.1,162.88,NA,150,NA,NA,NA,NA,13.21,122.79,118.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.5,NA,105,NA,18.54,NA,NA
3934,83021,Hemoglobin analysis and measurement,CPT/HCPCS,37.67,37.67,20.61,30.92,NA,NA,25.77,NA,NA,NA,NA,NA,NA,NA,NA,20.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.61,NA,NA
3934,83036,Hemoglobin A1C level,CPT/HCPCS,197.46,197.46,5.38,212,148.4,212,198,21.2,198,NA,9.71,NA,NA,91.7,165.08,139.82,NA,NA,NA,NA,NA,NA,NA,10.07,NA,147.78,NA,159,NA,53.49,NA,NA
3934,83050,Methemoglobin (hemoglobin) analysis,CPT/HCPCS,134.19,134.19,4.88,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,83070,Hemosiderin (hemoglobin breakdown product) analysis,CPT/HCPCS,12,12,4.75,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,83088,Histamine (immune system substance) level,CPT/HCPCS,28,28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,83090,Homocysteine (amino acid) level,CPT/HCPCS,301.58,301.58,15.23,320,117.9,224,188.01,NA,NA,NA,NA,NA,NA,18.29,221.58,203.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.4,NA,175,NA,18.54,NA,NA
3934,83150,Homovanillic acid (organic acid) level,CPT/HCPCS,17,17,6.25,12.75,NA,11.9,NA,NA,NA,NA,NA,NA,NA,6.25,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.75,NA,NA,NA,6.25,NA,NA
3934,83497,Hydroxyindolacetic acid (product of metabolism) level,CPT/HCPCS,19.2,19.2,12.9,20.44,NA,NA,20.44,NA,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.92,NA,NA
3934,83498,"Hydroxyprogesterone, 17-D (synthetic hormone) level",CPT/HCPCS,24.55,24.55,12.62,375.66,NA,NA,290.72,NA,NA,NA,NA,NA,NA,21.16,NA,32.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.51,NA,33.54,NA,NA
3934,83516,Analysis of substance using immunoassay technique,CPT/HCPCS,51.83,51.83,3.5,2695,78.12,46.69,181.98,6.5,NA,NA,NA,NA,NA,786.53,24.24,362.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.48,NA,12.53,NA,26.75,NA,NA
3934,83519,Measurement of substance using immunoassay technique,CPT/HCPCS,201.64,201.64,12.51,588.32,157.58,148.05,357.44,NA,NA,NA,NA,NA,NA,NA,42.76,89.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5,NA,235.5,NA,18.77,NA,NA
3934,83520,Measurement of substance using immunoassay technique,CPT/HCPCS,153,153,10.86,3048.5,210.7,65.8,203.5,NA,NA,NA,NA,NA,NA,1547.75,93.74,86.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.19,NA,225.75,NA,69.08,NA,NA
3934,83525,Insulin measurement,CPT/HCPCS,8.15,8.15,4,42.76,24.18,5.6,22.15,NA,8,NA,NA,NA,NA,8,8,8.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,12.5,NA,NA
3934,83540,Iron level,CPT/HCPCS,123.84,123.84,0.5,148.3,86.1,92.46,108.44,NA,123,NA,6.47,6.32,NA,29.7,89.64,77.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.41,NA,92.25,NA,6.47,NA,NA
3934,83605,Lactic acid level,CPT/HCPCS,192.92,192.92,1.22,534,225.48,252,157.53,NA,114.5,NA,NA,81.76,NA,115.53,18,179.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.95,NA,NA,NA,13.88,NA,NA
3934,83615,Lactate dehydrogenase (enzyme) level,CPT/HCPCS,88.06,88.06,0.8,9007.11,54.79,67.42,1439,NA,4.7,NA,6.04,18.98,NA,10.3,194.24,59.84,NA,NA,NA,NA,NA,NA,NA,6.04,6.71,79.12,NA,61.5,NA,88,NA,NA
3934,83625,Lactate dehydrogenase (enzyme) measurement,CPT/HCPCS,15,15,16.44,16.44,NA,NA,16.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,83630,Stool lactoferrin (immune system protein) analysis,CPT/HCPCS,30,30,5.2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,83655,Lead level,CPT/HCPCS,6.34,6.34,1.65,31.09,3.35,4.2,20.2,NA,NA,NA,NA,NA,NA,6,6.58,17.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,6,NA,14.95,NA,NA
3934,83690,Lipase (fat enzyme) level,CPT/HCPCS,138.38,138.38,0.51,2423.94,83,175.55,131,NA,140,NA,6.89,74.49,NA,76.14,102.36,137.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.16,NA,86.43,NA,73.45,NA,NA
3934,83695,Lipoprotein (A) level,CPT/HCPCS,12,12,8.16,106.74,34.6,NA,106.74,NA,NA,NA,NA,NA,NA,10.75,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77,NA,NA
3934,83704,Lipoprotein level,CPT/HCPCS,20,20,23.84,117.74,NA,NA,117.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.84,NA,NA
3934,83718,HDL cholesterol level,CPT/HCPCS,46.52,46.52,41.91,49.5,NA,NA,41.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,NA,NA,NA,NA,NA,NA
3934,83721,LDL cholesterol level,CPT/HCPCS,11,11,5.5,38.96,33.47,NA,10.5,NA,NA,NA,NA,NA,NA,11,10.96,38.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,NA,NA,NA,7.14,NA,NA
3934,83735,Magnesium level,CPT/HCPCS,81.33,81.33,0.09,3293,44.75,1014.94,102.28,9.68,63.5,NA,6.7,60.85,NA,33.16,83.14,80,NA,NA,NA,NA,NA,NA,NA,6.85,6.7,66.8,NA,75,NA,80,NA,NA
3934,83785,Manganese (heavy metal) level,CPT/HCPCS,16,16,27.43,30.37,NA,NA,27.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.37,NA,NA
3934,83789,Mass spectrometry (laboratory testing method),CPT/HCPCS,49,49,34.3,34.3,NA,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,83825,Mercury level,CPT/HCPCS,11.76,11.76,5.5,196.8,NA,NA,109.14,NA,NA,NA,NA,NA,NA,11,NA,20.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.07,NA,NA
3934,83835,Metanephrines level,CPT/HCPCS,37.04,37.04,12.62,105.75,NA,NA,31.38,NA,NA,NA,NA,NA,NA,16,27.2,105.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.92,NA,NA
3934,83864,Mucopolysaccharides (protein) level,CPT/HCPCS,73,73,20.15,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.15,NA,NA
3934,83873,"Myelin basic protein (nerve protein) level, spinal fluid",CPT/HCPCS,25,25,1.31,27.41,6.88,17.5,27.41,NA,NA,NA,NA,NA,NA,NA,NA,23.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75,NA,NA,NA,19.12,NA,NA
3934,83874,Myoglobin (muscle protein) level,CPT/HCPCS,24.22,24.22,9.76,57.06,NA,NA,28.63,NA,NA,NA,NA,NA,NA,NA,NA,45.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76,NA,NA
3934,83876,Myeloperoxidase (white blood cell enzyme) measurement,CPT/HCPCS,211.76,211.76,18.91,3576.5,NA,NA,157.74,NA,NA,NA,NA,NA,NA,2331,142.64,107.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,40.26,NA,NA
3934,83880,Natriuretic peptide (heart and blood vessel protein) level,CPT/HCPCS,323.34,323.34,0.37,547.5,219.84,320,342,NA,NA,NA,NA,16.37,NA,153.54,56.44,275.92,NA,NA,10,NA,NA,NA,NA,39.26,NA,292.71,NA,309.5,NA,179.63,NA,NA
3934,83883,"Nephelometry, test method using light",CPT/HCPCS,377.65,377.65,9.25,432,198.98,283.15,342.92,NA,NA,NA,27.2,NA,NA,32.7,239.93,275.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.97,NA,283.5,NA,27.2,NA,NA
3934,83916,Measurement of immune substance (oligoclonal bands),CPT/HCPCS,32,32,1.68,35.08,8.8,22.4,35.08,NA,NA,NA,NA,NA,NA,NA,NA,31.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,27.39,NA,NA
3934,83918,Organic acids level,CPT/HCPCS,95,95,20.06,47.5,26.13,NA,47.5,NA,NA,NA,NA,NA,NA,22.75,27.2,22.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.17,NA,22.75,NA,NA
3934,83921,Organic acid level,CPT/HCPCS,21,21,0.4,164.86,12.6,12.6,81.27,NA,0.4,NA,NA,NA,NA,16.74,45,18.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,21.21,NA,NA
